Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
super lip gloss,farsali,face mask,weekly,38.78,4.1,4261,100ml,oily,unisex,Stick,hyaluronic acid,False,France,581700.0,face mask oily weekly hyaluronic acid,
divine foundation,morphe,foundation,daily,26.42,1.2,1478,150ml,dry,unisex,Jar,shea butter,False,Germany,396300.0,foundation dry daily shea butter,
ultra bronzer,bite beauty,blush,daily,107.84,1.4,2386,30ml,combination,female,Bottle,retinol,False,Japan,1617600.0,blush combination daily retinol,
divine lip gloss,sisley,cc cream,occasional,141.43,2.1,3012,200ml,oily,female,Compact,glycerin,True,Italy,2121450.0,cc cream oily occasional glycerin,
ultra moisturizer,rare beauty,face mask,monthly,90.36,2.1,8579,100ml,dry,female,Spray,glycerin,False,Germany,1355400.0,face mask dry monthly glycerin,
perfect cleanser,huda beauty,makeup remover,monthly,79.3,1.9,8761,150ml,sensitive,male,Bottle,salicylic acid,True,Australia,1189500.0,makeup remover sensitive monthly salicylic acid,
divine bb cream,kvd beauty,eyeliner,daily,13.38,2.7,3191,150ml,combination,male,Spray,salicylic acid,True,France,200700.0,eyeliner combination daily salicylic acid,
perfect makeup remover,charlotte tilbury,serum,weekly,70.83,2.4,6725,100ml,normal,female,Spray,shea butter,False,Germany,1062450.0,serum normal weekly shea butter,
magic foundation,perricone md,foundation,occasional,93.55,2.9,2260,30ml,oily,male,Stick,aloe vera,False,Italy,1403250.0,foundation oily occasional aloe vera,
super contour,anastasia beverly hills,lip gloss,weekly,115.63,2.4,7087,250ml,normal,male,Spray,retinol,False,USA,1734450.0,lip gloss normal weekly retinol,
super face mask,natasha denona,eyeliner,monthly,39.52,2.6,2686,200ml,normal,male,Tube,aloe vera,False,Australia,592800.0,eyeliner normal monthly aloe vera,
super setting spray,laura mercier,concealer,monthly,88.97,1.8,5152,30ml,oily,female,Spray,aloe vera,True,Germany,1334550.0,concealer oily monthly aloe vera,
magic face oil,kiehl’s,lipstick,daily,34.54,3.2,8828,100ml,combination,unisex,Spray,retinol,True,Germany,518100.0,lipstick combination daily retinol,
magic contour,clinique,face mask,occasional,51.82,3.5,7221,200ml,sensitive,unisex,Jar,retinol,True,Australia,777300.0,face mask sensitive occasional retinol,
perfect concealer,juvia’s place,bb cream,daily,36.77,3.6,6532,200ml,sensitive,male,Stick,salicylic acid,True,Japan,551550.0,bb cream sensitive daily salicylic acid,
magic cleanser,farsali,eyeliner,weekly,59.31,4.2,2306,100ml,sensitive,unisex,Bottle,vitamin c,False,USA,889650.0,eyeliner sensitive weekly vitamin c,
perfect powder,kiehl’s,serum,occasional,20.14,1.2,159,150ml,sensitive,unisex,Tube,vitamin c,True,USA,302100.0,serum sensitive occasional vitamin c,
perfect lipstick,farsali,eyeliner,occasional,65.36,4.8,1581,200ml,sensitive,unisex,Tube,salicylic acid,True,France,980400.0,eyeliner sensitive occasional salicylic acid,
perfect face oil,kylie cosmetics,face oil,daily,73.45,4.2,2455,30ml,normal,unisex,Tube,aloe vera,False,Italy,1101750.0,face oil normal daily aloe vera,
divine contour,perricone md,face mask,occasional,100.22,1.4,6877,200ml,dry,female,Compact,retinol,False,France,1503300.0,face mask dry occasional retinol,
ultra blush,laura mercier,blush,monthly,44.08,4.9,1375,50ml,oily,male,Stick,shea butter,False,South Korea,661200.0,blush oily monthly shea butter,
magic bb cream,pat mcgrath labs,lip liner,daily,96.71,4.6,1850,100ml,dry,unisex,Jar,aloe vera,True,USA,1450650.0,lip liner dry daily aloe vera,
perfect serum,urban decay,foundation,daily,54.68,2.5,6125,30ml,normal,female,Spray,aloe vera,True,Italy,820200.0,foundation normal daily aloe vera,
super lip liner,shiseido,powder,monthly,140.39,4.4,9826,150ml,sensitive,male,Tube,glycerin,False,Italy,2105850.0,powder sensitive monthly glycerin,
divine makeup remover,patrick ta,foundation,daily,133.69,4.7,7238,250ml,normal,male,Stick,vitamin c,False,France,2005350.0,foundation normal daily vitamin c,
magic lip gloss,sisley,exfoliator,daily,130.46,3.5,3279,250ml,combination,unisex,Spray,hyaluronic acid,True,Germany,1956900.0000000002,exfoliator combination daily hyaluronic acid,
magic contour,charlotte tilbury,lipstick,monthly,11.79,3.6,5493,50ml,sensitive,male,Tube,retinol,False,France,176850.0,lipstick sensitive monthly retinol,
magic face mask,hourglass,foundation,weekly,106.86,4.8,5102,250ml,normal,unisex,Spray,retinol,False,France,1602900.0,foundation normal weekly retinol,
magic concealer,natasha denona,lip liner,occasional,120.78,1.5,1825,30ml,dry,unisex,Spray,shea butter,False,Germany,1811700.0,lip liner dry occasional shea butter,
ultra bb cream,juvia’s place,moisturizer,daily,104.8,4.5,8517,30ml,dry,unisex,Compact,salicylic acid,True,Italy,1572000.0,moisturizer dry daily salicylic acid,
ultra lip gloss,patrick ta,makeup remover,daily,28.68,2.4,4471,50ml,normal,male,Compact,shea butter,True,Italy,430200.0,makeup remover normal daily shea butter,
ultra serum,nars,bb cream,weekly,148.9,3.6,5605,30ml,dry,unisex,Tube,aloe vera,True,UK,2233500.0,bb cream dry weekly aloe vera,
divine eyeliner,yves saint laurent,makeup remover,occasional,131.33,1.7,8064,200ml,sensitive,female,Compact,aloe vera,True,France,1969950.0000000002,makeup remover sensitive occasional aloe vera,
perfect primer,kylie cosmetics,cleanser,occasional,96.15,2.6,809,200ml,combination,female,Compact,glycerin,False,Japan,1442250.0,cleanser combination occasional glycerin,
ultra face mask,becca,setting spray,monthly,66.91,3.8,9384,200ml,normal,male,Bottle,shea butter,False,Japan,1003650.0,setting spray normal monthly shea butter,
divine primer,anastasia beverly hills,powder,daily,60.22,2.5,6104,200ml,dry,male,Compact,vitamin c,False,Australia,903300.0,powder dry daily vitamin c,
ultra highlighter,rms beauty,eyeliner,weekly,51.17,1.7,827,200ml,sensitive,female,Bottle,aloe vera,False,Germany,767550.0,eyeliner sensitive weekly aloe vera,
super eyeliner,tarte,concealer,weekly,122.91,4.0,8487,150ml,dry,male,Stick,glycerin,True,UK,1843650.0,concealer dry weekly glycerin,
magic foundation,rms beauty,lipstick,monthly,17.18,2.0,3577,30ml,oily,female,Spray,glycerin,True,USA,257700.0,lipstick oily monthly glycerin,
perfect setting spray,rms beauty,serum,daily,51.04,3.4,5782,50ml,oily,male,Stick,hyaluronic acid,True,Japan,765600.0,serum oily daily hyaluronic acid,
super serum,hourglass,highlighter,occasional,91.61,2.7,5176,200ml,combination,female,Bottle,vitamin c,False,Australia,1374150.0,highlighter combination occasional vitamin c,
divine serum,becca,powder,occasional,36.12,4.3,9250,250ml,dry,unisex,Jar,shea butter,True,France,541800.0,powder dry occasional shea butter,
magic eye shadow,tarte,lip gloss,weekly,63.46,1.8,1825,100ml,sensitive,unisex,Spray,shea butter,True,Germany,951900.0,lip gloss sensitive weekly shea butter,
divine face oil,yves saint laurent,highlighter,occasional,135.16,3.3,4146,250ml,combination,female,Spray,shea butter,True,Italy,2027400.0,highlighter combination occasional shea butter,
divine lip liner,rare beauty,face mask,monthly,35.28,3.1,1132,100ml,oily,female,Tube,glycerin,True,Australia,529200.0,face mask oily monthly glycerin,
super lipstick,make up for ever,contour,weekly,14.94,4.8,9717,100ml,combination,male,Tube,glycerin,False,UK,224100.0,contour combination weekly glycerin,
magic makeup remover,e.l.f.,lip liner,monthly,106.41,2.5,6623,100ml,normal,female,Bottle,aloe vera,False,France,1596150.0,lip liner normal monthly aloe vera,
magic bronzer,nars,mascara,daily,90.14,1.6,5308,150ml,sensitive,unisex,Spray,vitamin c,True,South Korea,1352100.0,mascara sensitive daily vitamin c,
magic powder,sisley,face mask,daily,17.16,1.7,3848,100ml,combination,female,Spray,retinol,False,USA,257400.0,face mask combination daily retinol,
ultra lip gloss,pat mcgrath labs,contour,occasional,130.14,1.0,6033,50ml,combination,unisex,Spray,salicylic acid,False,South Korea,1952099.9999999998,contour combination occasional salicylic acid,
ultra exfoliator,huda beauty,contour,monthly,82.26,2.7,886,200ml,sensitive,unisex,Jar,salicylic acid,False,Japan,1233900.0,contour sensitive monthly salicylic acid,
super setting spray,milk makeup,lip liner,monthly,65.29,2.9,2766,50ml,sensitive,unisex,Spray,retinol,False,South Korea,979350.0000000001,lip liner sensitive monthly retinol,
ultra eye shadow,charlotte tilbury,serum,monthly,88.95,1.4,6738,50ml,sensitive,unisex,Spray,aloe vera,False,USA,1334250.0,serum sensitive monthly aloe vera,
magic primer,perricone md,contour,daily,142.87,4.9,771,50ml,normal,unisex,Spray,hyaluronic acid,False,Italy,2143050.0,contour normal daily hyaluronic acid,
super bronzer,pat mcgrath labs,lip liner,occasional,88.88,2.8,1658,150ml,oily,female,Tube,aloe vera,True,South Korea,1333200.0,lip liner oily occasional aloe vera,
divine setting spray,shiseido,lip liner,occasional,139.71,4.6,7926,100ml,combination,male,Spray,glycerin,False,Italy,2095650.0000000002,lip liner combination occasional glycerin,
perfect cc cream,bobby brown,cleanser,monthly,96.88,2.8,1433,50ml,normal,male,Spray,glycerin,True,Italy,1453200.0,cleanser normal monthly glycerin,
magic eye shadow,make up for ever,contour,monthly,133.29,3.3,8267,50ml,normal,female,Spray,hyaluronic acid,True,France,1999349.9999999998,contour normal monthly hyaluronic acid,
perfect blush,laura mercier,cleanser,monthly,145.2,1.3,8035,250ml,combination,female,Stick,retinol,True,Italy,2178000.0,cleanser combination monthly retinol,
perfect mascara,farsali,cc cream,monthly,93.8,2.4,9009,200ml,normal,unisex,Bottle,shea butter,True,UK,1407000.0,cc cream normal monthly shea butter,
divine highlighter,natasha denona,cc cream,daily,129.97,4.2,5422,100ml,oily,unisex,Compact,shea butter,False,Japan,1949550.0,cc cream oily daily shea butter,
perfect concealer,bobby brown,cleanser,daily,113.31,1.1,550,30ml,oily,female,Jar,vitamin c,True,UK,1699650.0,cleanser oily daily vitamin c,
super eyeliner,pat mcgrath labs,lipstick,monthly,144.72,2.8,121,250ml,sensitive,unisex,Compact,hyaluronic acid,True,France,2170800.0,lipstick sensitive monthly hyaluronic acid,
perfect lip gloss,tarte,cleanser,occasional,147.47,3.5,143,100ml,sensitive,female,Compact,retinol,False,South Korea,2212050.0,cleanser sensitive occasional retinol,
magic blush,bite beauty,makeup remover,daily,107.71,3.1,5603,100ml,sensitive,male,Bottle,vitamin c,True,Italy,1615650.0,makeup remover sensitive daily vitamin c,
super highlighter,bite beauty,foundation,daily,33.68,2.1,3724,250ml,sensitive,female,Stick,retinol,False,Italy,505200.0,foundation sensitive daily retinol,
super concealer,sisley,eyeliner,monthly,44.29,4.4,2946,30ml,oily,male,Stick,glycerin,True,Germany,664350.0,eyeliner oily monthly glycerin,
super makeup remover,clinique,makeup remover,monthly,114.98,2.4,610,200ml,normal,male,Jar,vitamin c,True,Germany,1724700.0,makeup remover normal monthly vitamin c,
magic face oil,juvia’s place,primer,weekly,19.62,1.9,6716,30ml,oily,unisex,Spray,salicylic acid,False,Italy,294300.0,primer oily weekly salicylic acid,
magic serum,bobby brown,bb cream,occasional,18.99,3.7,8762,150ml,normal,unisex,Stick,glycerin,True,Japan,284850.0,bb cream normal occasional glycerin,
perfect exfoliator,kiehl’s,moisturizer,monthly,136.53,4.3,5134,30ml,combination,male,Stick,glycerin,True,Italy,2047950.0,moisturizer combination monthly glycerin,
divine bb cream,glossier,lip gloss,daily,82.04,2.9,8297,30ml,combination,unisex,Tube,aloe vera,True,Japan,1230600.0,lip gloss combination daily aloe vera,
divine moisturizer,tatcha,lip gloss,weekly,53.51,2.1,4960,200ml,oily,unisex,Stick,glycerin,True,South Korea,802650.0,lip gloss oily weekly glycerin,
magic lipstick,becca,highlighter,monthly,98.43,2.1,402,250ml,normal,male,Bottle,aloe vera,True,France,1476450.0,highlighter normal monthly aloe vera,
super cleanser,nars,lip liner,monthly,31.59,1.2,2736,100ml,normal,unisex,Tube,glycerin,True,Italy,473850.0,lip liner normal monthly glycerin,
perfect setting spray,bobby brown,eyeliner,monthly,14.56,1.6,639,100ml,oily,female,Spray,aloe vera,True,USA,218400.0,eyeliner oily monthly aloe vera,
divine concealer,kvd beauty,concealer,monthly,71.78,1.6,2502,100ml,sensitive,male,Spray,retinol,True,France,1076700.0,concealer sensitive monthly retinol,
magic bb cream,hourglass,concealer,weekly,11.44,4.2,4692,250ml,oily,female,Jar,shea butter,True,Italy,171600.0,concealer oily weekly shea butter,
ultra exfoliator,charlotte tilbury,cleanser,occasional,50.48,4.0,5320,100ml,normal,unisex,Bottle,vitamin c,True,Japan,757200.0,cleanser normal occasional vitamin c,
perfect cc cream,urban decay,lip liner,daily,64.43,4.8,4308,100ml,dry,unisex,Bottle,aloe vera,False,USA,966450.0000000001,lip liner dry daily aloe vera,
magic bronzer,glossier,primer,monthly,37.34,2.2,4740,50ml,dry,male,Bottle,vitamin c,False,USA,560100.0,primer dry monthly vitamin c,
super lipstick,nars,cleanser,daily,20.6,3.0,7405,30ml,combination,unisex,Stick,vitamin c,True,Germany,309000.0,cleanser combination daily vitamin c,
divine blush,becca,blush,monthly,112.53,4.1,8546,30ml,sensitive,unisex,Tube,salicylic acid,True,UK,1687950.0,blush sensitive monthly salicylic acid,
magic lip liner,hourglass,foundation,daily,131.61,2.3,520,50ml,combination,unisex,Bottle,retinol,True,Italy,1974150.0000000002,foundation combination daily retinol,
magic bb cream,charlotte tilbury,bronzer,daily,134.03,1.3,6506,30ml,normal,male,Bottle,hyaluronic acid,False,Japan,2010450.0,bronzer normal daily hyaluronic acid,
divine eye shadow,rms beauty,moisturizer,weekly,54.64,4.5,8961,200ml,normal,female,Tube,glycerin,False,France,819600.0,moisturizer normal weekly glycerin,
super serum,charlotte tilbury,serum,weekly,46.11,3.5,5315,150ml,dry,female,Tube,salicylic acid,True,Germany,691650.0,serum dry weekly salicylic acid,
super blush,milk makeup,makeup remover,daily,76.79,1.9,1605,30ml,oily,unisex,Jar,retinol,False,Germany,1151850.0,makeup remover oily daily retinol,
divine exfoliator,laura mercier,cc cream,daily,78.21,2.3,3924,250ml,sensitive,male,Jar,hyaluronic acid,False,USA,1173150.0,cc cream sensitive daily hyaluronic acid,
ultra bronzer,becca,powder,weekly,127.91,1.3,8722,250ml,normal,female,Tube,aloe vera,False,France,1918650.0,powder normal weekly aloe vera,
perfect makeup remover,pat mcgrath labs,face oil,daily,13.19,3.1,3797,200ml,combination,unisex,Spray,hyaluronic acid,True,France,197850.0,face oil combination daily hyaluronic acid,
ultra face mask,bobby brown,highlighter,monthly,45.85,2.0,8066,30ml,sensitive,unisex,Tube,vitamin c,True,Italy,687750.0,highlighter sensitive monthly vitamin c,
super exfoliator,tatcha,serum,weekly,101.66,2.0,3575,150ml,oily,male,Bottle,retinol,False,South Korea,1524900.0,serum oily weekly retinol,
super serum,ilia beauty,cleanser,monthly,51.95,1.2,3699,200ml,oily,female,Spray,vitamin c,False,Australia,779250.0,cleanser oily monthly vitamin c,
magic makeup remover,tarte,mascara,daily,140.43,2.6,7137,150ml,combination,female,Jar,glycerin,False,South Korea,2106450.0,mascara combination daily glycerin,
ultra highlighter,tatcha,primer,occasional,90.86,4.0,596,30ml,combination,unisex,Compact,glycerin,False,South Korea,1362900.0,primer combination occasional glycerin,
divine face oil,charlotte tilbury,contour,weekly,136.49,3.1,2047,100ml,dry,female,Jar,salicylic acid,False,South Korea,2047350.0000000002,contour dry weekly salicylic acid,
super highlighter,kiehl’s,eyeliner,daily,84.73,2.7,1547,150ml,normal,male,Bottle,glycerin,False,UK,1270950.0,eyeliner normal daily glycerin,
super highlighter,perricone md,blush,monthly,127.78,1.2,8582,250ml,dry,female,Compact,aloe vera,False,USA,1916700.0,blush dry monthly aloe vera,
perfect cleanser,urban decay,cleanser,weekly,114.49,3.7,8769,250ml,oily,male,Bottle,hyaluronic acid,True,Italy,1717350.0,cleanser oily weekly hyaluronic acid,
perfect mascara,huda beauty,lip gloss,occasional,38.86,4.9,2426,250ml,combination,unisex,Jar,vitamin c,True,UK,582900.0,lip gloss combination occasional vitamin c,
perfect cleanser,morphe,cleanser,weekly,122.58,4.9,9248,100ml,dry,male,Tube,aloe vera,False,Germany,1838700.0,cleanser dry weekly aloe vera,
super bronzer,kvd beauty,serum,monthly,140.66,4.6,9446,50ml,sensitive,unisex,Compact,salicylic acid,True,France,2109900.0,serum sensitive monthly salicylic acid,
ultra setting spray,e.l.f.,blush,weekly,15.2,4.9,5872,50ml,normal,female,Bottle,vitamin c,False,UK,228000.0,blush normal weekly vitamin c,
magic contour,laura mercier,blush,occasional,20.62,5.0,9651,150ml,sensitive,female,Compact,retinol,False,Germany,309300.0,blush sensitive occasional retinol,
divine bronzer,becca,primer,monthly,33.18,2.5,5773,200ml,normal,female,Spray,retinol,True,Germany,497700.0,primer normal monthly retinol,
magic lipstick,it cosmetics,cleanser,weekly,24.47,1.4,4368,200ml,combination,unisex,Tube,vitamin c,True,UK,367050.0,cleanser combination weekly vitamin c,
divine lipstick,it cosmetics,eyeliner,weekly,69.05,3.3,2418,200ml,oily,male,Spray,hyaluronic acid,True,Australia,1035750.0,eyeliner oily weekly hyaluronic acid,
super highlighter,clinique,blush,daily,88.53,2.6,1505,30ml,sensitive,unisex,Spray,glycerin,True,UK,1327950.0,blush sensitive daily glycerin,
super cleanser,danessa myricks,powder,monthly,126.44,1.4,6515,30ml,dry,male,Stick,hyaluronic acid,False,Italy,1896600.0,powder dry monthly hyaluronic acid,
magic mascara,make up for ever,moisturizer,monthly,91.25,1.1,290,100ml,combination,male,Bottle,retinol,False,Australia,1368750.0,moisturizer combination monthly retinol,
divine primer,bobby brown,setting spray,daily,63.48,4.5,1999,30ml,dry,unisex,Tube,retinol,True,France,952200.0,setting spray dry daily retinol,
ultra bronzer,anastasia beverly hills,face mask,occasional,11.07,1.2,850,200ml,normal,female,Jar,salicylic acid,False,Germany,166050.0,face mask normal occasional salicylic acid,
perfect concealer,kvd beauty,moisturizer,weekly,131.49,2.3,5397,250ml,oily,unisex,Jar,salicylic acid,False,Germany,1972350.0000000002,moisturizer oily weekly salicylic acid,
divine lip liner,kylie cosmetics,lip gloss,weekly,107.8,3.6,6874,200ml,normal,unisex,Jar,retinol,True,UK,1617000.0,lip gloss normal weekly retinol,
divine serum,milk makeup,foundation,occasional,89.33,4.8,1891,250ml,sensitive,female,Bottle,retinol,False,Australia,1339950.0,foundation sensitive occasional retinol,
perfect bb cream,morphe,exfoliator,weekly,82.18,3.8,5153,100ml,sensitive,female,Jar,aloe vera,True,South Korea,1232700.0,exfoliator sensitive weekly aloe vera,
ultra exfoliator,shiseido,lip gloss,occasional,137.05,1.0,5209,50ml,sensitive,female,Compact,glycerin,False,UK,2055750.0000000002,lip gloss sensitive occasional glycerin,
divine cc cream,juvia’s place,lip liner,monthly,29.61,2.8,365,100ml,combination,female,Jar,retinol,True,Italy,444150.0,lip liner combination monthly retinol,
ultra mascara,clinique,exfoliator,daily,129.87,1.4,8631,250ml,oily,unisex,Bottle,salicylic acid,False,USA,1948050.0,exfoliator oily daily salicylic acid,
ultra bronzer,colourpop,bb cream,monthly,94.2,2.2,7386,30ml,sensitive,male,Tube,aloe vera,False,Australia,1413000.0,bb cream sensitive monthly aloe vera,
perfect face oil,shiseido,primer,occasional,148.61,1.6,5966,250ml,dry,unisex,Spray,shea butter,True,Australia,2229150.0,primer dry occasional shea butter,
magic contour,tatcha,foundation,monthly,18.25,1.8,9232,50ml,normal,male,Spray,vitamin c,False,Australia,273750.0,foundation normal monthly vitamin c,
ultra cc cream,rare beauty,lip gloss,monthly,75.39,1.1,4173,100ml,normal,male,Compact,vitamin c,True,UK,1130850.0,lip gloss normal monthly vitamin c,
magic eyeliner,tarte,cleanser,occasional,68.27,3.3,2992,150ml,sensitive,female,Stick,retinol,True,Japan,1024049.9999999999,cleanser sensitive occasional retinol,
divine face oil,becca,blush,monthly,79.98,1.2,8327,200ml,combination,unisex,Bottle,vitamin c,False,France,1199700.0,blush combination monthly vitamin c,
magic blush,kylie cosmetics,lipstick,weekly,57.13,4.8,1763,250ml,normal,male,Jar,hyaluronic acid,False,UK,856950.0,lipstick normal weekly hyaluronic acid,
super concealer,tatcha,highlighter,weekly,73.53,2.4,6376,50ml,dry,unisex,Spray,vitamin c,True,France,1102950.0,highlighter dry weekly vitamin c,
ultra bb cream,rms beauty,serum,daily,33.3,4.4,2058,30ml,combination,female,Compact,hyaluronic acid,True,Australia,499499.99999999994,serum combination daily hyaluronic acid,
perfect lipstick,juvia’s place,eyeliner,occasional,113.64,4.2,436,200ml,normal,unisex,Jar,shea butter,False,South Korea,1704600.0,eyeliner normal occasional shea butter,
perfect eyeliner,milk makeup,highlighter,daily,85.76,2.3,3202,150ml,sensitive,male,Spray,glycerin,False,Italy,1286400.0,highlighter sensitive daily glycerin,
magic face oil,bourjois,exfoliator,occasional,115.17,2.6,1889,150ml,oily,unisex,Stick,glycerin,True,USA,1727550.0,exfoliator oily occasional glycerin,
ultra face mask,clinique,foundation,occasional,119.01,1.5,7509,200ml,sensitive,female,Tube,retinol,True,Italy,1785150.0,foundation sensitive occasional retinol,
super lipstick,drunk elephant,highlighter,weekly,103.39,4.4,964,50ml,sensitive,female,Compact,aloe vera,False,Australia,1550850.0,highlighter sensitive weekly aloe vera,
ultra cc cream,farsali,moisturizer,weekly,80.42,3.3,1673,50ml,oily,female,Compact,vitamin c,False,Germany,1206300.0,moisturizer oily weekly vitamin c,
ultra lipstick,milk makeup,exfoliator,weekly,88.12,4.0,7489,150ml,dry,female,Spray,salicylic acid,False,Italy,1321800.0,exfoliator dry weekly salicylic acid,
divine lipstick,anastasia beverly hills,lip liner,monthly,76.75,2.9,6633,250ml,sensitive,female,Jar,hyaluronic acid,True,Italy,1151250.0,lip liner sensitive monthly hyaluronic acid,
divine setting spray,bobby brown,lipstick,occasional,81.38,2.5,1492,50ml,sensitive,male,Compact,hyaluronic acid,False,Japan,1220700.0,lipstick sensitive occasional hyaluronic acid,
magic lip gloss,drunk elephant,moisturizer,monthly,12.68,1.4,2406,50ml,normal,unisex,Spray,hyaluronic acid,False,Italy,190200.0,moisturizer normal monthly hyaluronic acid,
magic mascara,tatcha,cc cream,weekly,35.69,4.4,7921,30ml,oily,female,Tube,salicylic acid,True,France,535350.0,cc cream oily weekly salicylic acid,
ultra eyeliner,natasha denona,primer,daily,130.85,2.2,576,250ml,normal,male,Bottle,aloe vera,True,South Korea,1962750.0,primer normal daily aloe vera,
divine highlighter,natasha denona,contour,occasional,131.96,2.9,4395,100ml,normal,male,Stick,salicylic acid,True,South Korea,1979400.0000000002,contour normal occasional salicylic acid,
magic moisturizer,becca,makeup remover,monthly,123.42,4.7,8039,200ml,dry,unisex,Jar,retinol,False,Australia,1851300.0,makeup remover dry monthly retinol,
ultra cleanser,sisley,face oil,daily,90.72,2.9,6146,30ml,oily,unisex,Compact,hyaluronic acid,True,France,1360800.0,face oil oily daily hyaluronic acid,
super makeup remover,glossier,face mask,monthly,138.3,2.0,3650,150ml,oily,female,Tube,retinol,True,South Korea,2074500.0000000002,face mask oily monthly retinol,
super concealer,huda beauty,lip liner,monthly,86.4,2.5,3816,30ml,oily,male,Stick,vitamin c,False,Japan,1296000.0,lip liner oily monthly vitamin c,
super concealer,pat mcgrath labs,lip liner,daily,145.1,4.9,339,250ml,normal,female,Tube,hyaluronic acid,False,Germany,2176500.0,lip liner normal daily hyaluronic acid,
super makeup remover,perricone md,primer,occasional,46.87,4.0,6536,30ml,normal,male,Compact,vitamin c,True,USA,703050.0,primer normal occasional vitamin c,
perfect eyeliner,kvd beauty,mascara,daily,117.36,3.9,3053,30ml,normal,female,Stick,vitamin c,False,Australia,1760400.0,mascara normal daily vitamin c,
perfect mascara,hourglass,cleanser,monthly,14.51,2.1,1770,50ml,dry,male,Stick,hyaluronic acid,True,Italy,217650.0,cleanser dry monthly hyaluronic acid,
ultra serum,rare beauty,contour,monthly,127.89,4.2,5814,100ml,normal,female,Jar,shea butter,True,Italy,1918350.0,contour normal monthly shea butter,
ultra face oil,huda beauty,powder,weekly,11.3,2.6,238,200ml,combination,unisex,Bottle,glycerin,False,USA,169500.0,powder combination weekly glycerin,
super bronzer,it cosmetics,contour,daily,139.71,1.1,3517,250ml,sensitive,male,Compact,hyaluronic acid,True,Japan,2095650.0000000002,contour sensitive daily hyaluronic acid,
magic blush,e.l.f.,mascara,daily,63.23,4.0,1365,200ml,sensitive,unisex,Stick,vitamin c,True,Italy,948450.0,mascara sensitive daily vitamin c,
magic lipstick,ilia beauty,eye shadow,occasional,109.79,3.2,3793,150ml,combination,male,Tube,retinol,False,USA,1646850.0,eye shadow combination occasional retinol,
perfect lip gloss,too faced,bronzer,occasional,47.4,3.7,2221,150ml,normal,unisex,Jar,glycerin,False,USA,711000.0,bronzer normal occasional glycerin,
magic makeup remover,glossier,setting spray,daily,128.62,2.9,5475,100ml,normal,unisex,Tube,shea butter,True,South Korea,1929300.0,setting spray normal daily shea butter,
perfect blush,huda beauty,serum,monthly,68.7,2.2,4217,250ml,sensitive,female,Spray,retinol,False,South Korea,1030500.0,serum sensitive monthly retinol,
perfect cc cream,tatcha,foundation,daily,114.48,1.5,2005,100ml,dry,unisex,Jar,shea butter,True,France,1717200.0,foundation dry daily shea butter,
divine concealer,tatcha,bb cream,occasional,111.18,4.4,9372,100ml,sensitive,male,Tube,aloe vera,False,Italy,1667700.0,bb cream sensitive occasional aloe vera,
super cc cream,patrick ta,serum,monthly,113.31,3.7,7512,250ml,combination,unisex,Tube,retinol,True,Japan,1699650.0,serum combination monthly retinol,
divine lipstick,rms beauty,setting spray,occasional,148.02,4.2,9016,30ml,dry,male,Stick,salicylic acid,True,Italy,2220300.0,setting spray dry occasional salicylic acid,
divine face mask,natasha denona,serum,daily,55.92,2.0,157,100ml,oily,unisex,Spray,hyaluronic acid,True,UK,838800.0,serum oily daily hyaluronic acid,
perfect setting spray,drunk elephant,lipstick,occasional,125.37,2.3,9721,200ml,sensitive,female,Compact,salicylic acid,True,UK,1880550.0,lipstick sensitive occasional salicylic acid,
magic setting spray,kiehl’s,eye shadow,daily,88.38,2.8,7330,100ml,oily,female,Bottle,aloe vera,True,France,1325700.0,eye shadow oily daily aloe vera,
magic highlighter,bite beauty,cleanser,monthly,28.25,3.3,4522,30ml,oily,female,Bottle,shea butter,True,Australia,423750.0,cleanser oily monthly shea butter,
divine setting spray,it cosmetics,lip gloss,monthly,15.58,1.8,7291,30ml,sensitive,female,Tube,salicylic acid,True,France,233700.0,lip gloss sensitive monthly salicylic acid,
perfect face oil,bite beauty,face oil,occasional,128.79,3.0,224,100ml,dry,male,Jar,vitamin c,True,Italy,1931849.9999999998,face oil dry occasional vitamin c,
ultra moisturizer,bourjois,foundation,occasional,69.13,1.3,4718,200ml,combination,female,Spray,vitamin c,True,Italy,1036949.9999999999,foundation combination occasional vitamin c,
perfect lip gloss,bite beauty,contour,weekly,45.66,4.1,3923,150ml,normal,male,Tube,retinol,False,Germany,684900.0,contour normal weekly retinol,
super cc cream,rare beauty,face oil,weekly,39.06,1.2,901,250ml,combination,male,Spray,retinol,True,Germany,585900.0,face oil combination weekly retinol,
ultra mascara,huda beauty,foundation,occasional,149.41,2.4,1187,150ml,dry,female,Jar,vitamin c,False,South Korea,2241150.0,foundation dry occasional vitamin c,
perfect foundation,tatcha,concealer,weekly,61.75,1.5,9775,50ml,dry,female,Stick,aloe vera,False,Italy,926250.0,concealer dry weekly aloe vera,
perfect eyeliner,milk makeup,serum,monthly,64.87,1.5,9016,100ml,sensitive,male,Stick,aloe vera,False,Italy,973050.0000000001,serum sensitive monthly aloe vera,
perfect highlighter,clinique,cc cream,occasional,102.36,4.1,2838,100ml,normal,unisex,Compact,glycerin,False,France,1535400.0,cc cream normal occasional glycerin,
